"coefficient","Author"
0,"J.C. de Marez Oyens"
0,"Hans Werkman"
0,"Johan Schooneberg"
0,"Antoine Braet"
0,"C.H. den Hertog"
0,"J.A. Hallez"
0,"L.H. Grondijs"
0,"Hélène Swarth"
0,"J. Sencie"
0,"Fritz Smit Kleine"
0,"A.G.M. van de Wijnpersse"
0,"J.J.M. Westenbroek"
0,"Joachim von der Thüsen"
0,"Ida Heijermans"
0,"R.P.J. Tutein Nolthenius"
0,"Ernst van Raalte"
0,"Valentijn Hepp"
0,"L. Scharpé"
0,"W.L.P.A. Molengraaff"
0,"Hugo de Vries"
0,"H. de Lange"
0,"W.E. Hegman"
0,"Léonce Reypens"
0,"Marinel Gerritsen"
0,"H.W.J. Vekeman"
0,"Bernard Dominicus Hubertus Tellegen"
0,"Margreet Schrevel"
0,"J.E. Jonkers"
0,"Elise Adelaïde Haighton"
0,"J.P. Kuenen"
0,"Paul de Vree"
0,"Jeronimo de Vries"
0,"Nabor Devolder"
0,"C.D.H. Schneider"
0,"Maarten van Buuren"
0,"Th. Morren"
0,"J. Nolf"
0,"Evert de Jong"
0,"H. Nijhoff"
0,"Dirk Coster"
0,"Maarten Schneider"
0,"Apie Prins"
0,"J. Kwekkeboom"
0,"Hans Groenewegen"
0,"D.W. Fokkema"
0,"Martinus Beversluis"
0,"Marc Kregting"
0,"F.K.M. Mars"
0,"H.G. Matthes"
0,"H. Enno van Gelder"
0,"Jan Willem Gerbrandt van Oordt"
0,"Henk Schulte Nordholt"
0,"C.P. Burger"
0,"Cas Wouters"
0,"Antoon Derkinderen"
0,"A.L. Constandse"
0,"H. Hulshof"
0,"H.J. Verkuyl"
0,"Hedwig Speliers"
0,"L.W.A.M. Lasonder"
0,"A. Taymans"
0,"C.C. Huysmans"
0,"Jan Hartog"
0,"Ed. Hoornik"
0,"Eva van Sonderen"
0,"Marcel Matthijs"
0,"Frederik Christiaan de Brieder"
0,"C. van Vollenhoven"
0,"E.M. Uhlenbeck"
0,"Jan de Louter"
0,"Hub Zwart"
0,"Berthold Missiaen"
0,"Mineke Schipper"
0,"Stephanie Claes-Vetter"
0,"J.Z. Kannegieter"
0,"L. Knappert"
0,"Ben Stroman"
0,"C. van Malten"
0,"August Vanistendael"
0,"H.J. Schimmel"
0,"Gerrit Borgers"
0,"Odile Heynders"
0,"C.G. Santing"
0,"J.B. Bakema"
0,"H. Was"
0,"Emiel Jan Janssen"
0,"P.A. Tiele"
0,"Émile O.J.J.G. Lousse"
0,"Jan L. Walch"
0,"A. Plate"
0,"Michel Bartosik"
0,"Fr. de Jong Edz."
0,"Carlos Tindemans"
0,"Garmt Stuiveling"
0,"Pieter Valkhoff"
0,"Rein Blijstra"
0,"R. van Ooteghem"
0,"D.Th. Enklaar"
0,"J.H. Plantenga"
0,"Maurice Roelants"
0,"Victor de Stuers"
0,"Chantal Keijsper"
0,"Klaus Siegel"
0,"C.M. Geerars"
0,"B.H. Erné"
0,"Elisabeth Jongejan"
0,"R.W.J. den Tex"
0,"Louis D. Petit"
0,"Wil Rouleaux"
0,"A. Kibédi Varga"
0,"R.F. Lissens"
0,"Hans Achterhuis"
0,"Martinus Nijhoff"
0,"Peter Hofstede"
0,"J. van den Bergh van Eysinga-Elias"
0,"Eelco Runia"
0,"Marcel Janssens"
0,"W. Gobbers"
0,"J. Pijnappel"
0,"A.J.C. Geerts"
0,"B. de Ligt"
0,"Henk te Velde"
0,"Reinier Salverda"
0,"H.B. de Groot"
0,"Th. Weevers"
0,"P. Spigt"
0,"August Hans den Boef"
0,"C.A. Pekelharing"
0,"Sytze Wiersma"
