"coefficient","Author"
-3.23079020467182,"Dieuwke E. van der Poel"
-3.23074737316273,"E. Braches"
-3.2307473522723,"Marietta Ioannidou"
-3.23074733111674,"Salvador Hertog"
-3.23074598836939,"H.B.G. Casimir"
-3.23042578817925,"Peter V. Zima"
-3.22543193217245,"W.F.G. Breekveldt"
-3.22541298957527,"H.L. Wesseling"
-3.22538773616821,"E.M. Beekman"
-3.22538682239699,"Kester Freriks"
-3.22538639657529,"E.H. Kossmann"
-3.22538548357251,"Frans Kusters"
-3.22538318272683,"Salvador Bloemgarten"
-3.22007255218796,"Wilbert Smulders"
-3.22002513150682,"P.H.J.T. Ververgaert"
-3.22002379694455,"M.J. Trappenburg"
-3.21971890701429,"Dirk de Geest"
-3.21467815022375,"Hans Maarten van den Brink"
-3.21467681533724,"Henk Harbers"
-3.21467548089008,"Andries Sarlemijn"
-3.21467414688217,"Job Creyghton"
-3.2143587953443,"Kas Deprez"
-3.21435750889382,"Siem Bakker"
-3.20932964726212,"Willem Frijhoff"
-3.2093178052317,"Jan Brands"
-3.20931609696237,"Tjebbe van Tijen"
-3.20931608732775,"Rik Lina"
-3.20931476613634,"Jules de Palm"
-3.20931343574877,"Eva Abraham-van der Mark"
-3.20899401008219,"Alied Blom"
-3.2039980897504,"Frank van Lamoen"
-3.20394897134475,"Astère Michel Dhondt"
-3.20363987491987,"Piet Couttenier"
-3.19864083195259,"Antoine Braet"
-3.1986394864298,"Ton van Strien"
-3.19861493281503,"Ph.H. Breuker"
-3.19859041722658,"Lien Heyting"
-3.19859038425767,"Peter Drehmanns"
-3.19858806343295,"Marcel Kurpershoek"
-3.19858674375545,"Adriaan van Dis"
-3.19858542451277,"Karol Lesman"
-3.19858130448753,"Lloyd Haft"
-3.19858002848826,"J. Breman"
-3.19857998741053,"Paul Marlee"
-3.19857871168871,"Fleur Thomése"
-3.19828176795261,"J.J. Goossens"
-3.19827810609133,"Linda Verstraten"
-3.19325788401161,"Edwin Rabbie"
-3.19322171809991,"Wilt Idema"
-3.19322032087002,"Ton Naaijkens"
-3.19321900782389,"Joep Leerssen"
-3.1932176952107,"Tijn Boon"
-3.18792685907566,"Gerard Verhoeven"
-3.1875646286267,"Annemiek Neefjes"
-3.18254437512475,"Auke Jelsma"
-3.18250830840471,"Georgine Sanders"
-3.18250821094811,"Jan Hontscharenko"
-3.18250690250178,"Predrag Dojcinovic"
-3.17183030310766,"A.M.L. van Wieringen"
-3.17179698955366,"Stephan Sanders"
-3.16644252289978,"Bart Moeyaert"
-3.16644244130675,"Helga Ruebsamen"
-3.16644097486973,"Tijs Goldschmidt"
-3.16111702266077,"E.K. Grootes"
-3.1610853276037,"Kees Bruin"
-3.16108270433077,"Kees Vuyk"
-3.1610814071095,"Frank Reijnders"
-2.9167786706244,"Frederik Christiaan de Brieder"
-2.76435441372583,"Carel Adriaan Engelbregt"
-2.49764537658341,"S. Vissering"
-2.38130048376189,"W.N. du Rieu"
-2.10701711118503,"A. Kluijver"
-2.06969644116589,"Wally Moes"
-2.04358049258094,"G. Kalff"
-2.01589869520442,"J. Saks"
-2.01106139875899,"Abraham Dirk Loman"
-1.93840909545481,"G.A. van Hamel"
-1.85189046518385,"F. Bordewijk"
-1.82439190992053,"Albert Kuyle"
-1.78992530997879,"Pieter Heering"
-1.70366582308383,"Rico Bulthuis"
-1.61786161018365,"Henricus Oort"
-1.58372020177765,"Gerard Heymans"
-1.58152320724647,"Hendrik Hooyer"
-1.56706389525201,"Gerard Slothouwer"
-1.55457315688664,"R.A. Kollewijn"
-1.54696526666974,"R.P. Mees Azn."
-1.54126097133448,"Herman Heijermans"
-1.54024156700808,"Cornelis Bellaar Spruyt"
-1.535360795466,"M.A. Perk"
-1.52653168511873,"A.E.J. Holwerda"
-1.49135035018311,"Hugo Bousset"
-1.46376665194338,"Jacob Samuel Speyer"
-1.45897705822639,"Rob Nieuwenhuys"
-1.45680166937046,"J.J. Salverda de Grave"
-1.44512684949998,"William Davids"
-1.44503514313341,"J.T. Buys"
-1.40053059605922,"Jan Heemskerk Bzn."
-1.39950665148189,"D. van Blom"
-1.3973261402305,"Jan van Gilse"
-1.37740404771982,"Ernest Claes"
-1.36615054025313,"P. Roosenburg"
-1.36461026946191,"L.J. Rogier"
-1.35645471142548,"Nicolas Charles Sieburgh"
-1.34496590526104,"Johannes Margadant"
-1.33882786144677,"J.A. Hallez"
-1.3376204201433,"Willem Jan Knoop"
-1.33170832755652,"Evert Willem Schallenberg"
-1.31647406829651,"Cyrille Offermans"
-1.3153011062148,"Rita Ghesquiere"
