"coefficient","Author"
-0.406826204601717,"F. Beelaerts van Blokland"
-0.406147726789116,"Samuel Muller Fzn."
-0.405564325358977,"Aloysius Brouwer Ancher"
-0.405564324994098,"Bas Veth"
-0.405564324709527,"J.W. Jenny Weijerman"
-0.405564323557885,"A.D. van Assendelft de Coningh"
-0.405529386254773,"M.J. Pijnappel"
-0.405529382944824,"S. van Aken"
-0.405522404818657,"Hendrik de Marez"
-0.405270039692253,"R.P.J. Tutein Nolthenius"
-0.403170331791303,"Hugo de Vries"
-0.402774995004188,"Henricus Anastasius Viotta"
-0.402534846507778,"J.M. Nuyts"
-0.402534727359362,"C.A. Worp-Roland Holst"
-0.402395679778141,"Johannes Hasselman"
-0.402361053642025,"T. Zaaijer"
-0.402361053401801,"Gerardus Johannes van der Hoeve"
-0.402360935297323,"Arnoldus Wilhelmus Stellwagen"
-0.402360934221609,"H.R. Offerhaus"
-0.402360933624635,"H. van Hogendorp"
-0.402326320399572,"G.J.W. Koolemans Beijnen"
-0.402326315313203,"W.R. Veder"
-0.402326315193111,"T.C. van der Kulk"
-0.402326195950281,"C.G.S. Sandberg"
-0.402313950200689,"Alb. vander Elst"
-0.402313949715771,"H. Bischoff"
-0.402313949230852,"Emiel de Grave"
-0.402085433096107,"Christiaan Snouck Hurgronje"
-0.401895197393617,"J.F. van Bemmelen"
-0.399606213950597,"Frederik van Eeden"
-0.399244562849035,"François van Veerdeghem"
-0.399244561681901,"J.A. Tours"
-0.399210009385221,"W.H. Stenfert Kroese"
-0.399209903363772,"I. Kooistra"
-0.39917535638275,"P.J. van Löben Sels"
-0.399142451917012,"L.W.C. van den Berg"
-0.399140922655228,"H.J. de Dompierre de Chaufepié"
-0.399140816637378,"B. Symons"
-0.399140816520728,"G.P. Bakker"
-0.399140812624246,"Maurice Wilmotte"
-0.399128591453901,"Adolf Rutten"
-0.399128590992498,"Th. Heidebrand"
-0.399128590531093,"H. van Houtte"
-0.399128585301554,"Paolo Gentili"
-0.39912858359846,"Jaak Boonen"
-0.399128583137034,"P.L. van den Heuvel"
-0.399033159536599,"Leo Simons"
-0.398287904526852,"J. Limburg"
-0.398198714882375,"Frits Lapidoth"
-0.397903823787074,"W.G.C. Byvanck"
-0.397617965377008,"R.A. Kollewijn"
-0.396041920479399,"Dan. Engelen"
-0.396007663239059,"J.G. Nijk"
-0.396007663012143,"W.J.A. de Witt Huberts"
-0.395973464546663,"N. Mansvelt"
-0.395973464432235,"A.M. Nachenius-Roegholt"
-0.395973321386863,"J.W.M. Schorer"
-0.39597332127343,"Johan Adriaan Feith"
-0.395973230952743,"J.G. Gleichman"
-0.395973230159362,"Paul Fredericq"
-0.395961005364827,"Gustaaf Segers"
-0.395535175714201,"M.A. Perk"
-0.395468940411757,"W.P. Kops"
-0.395035596039225,"B. Sijmons"
-0.394372382468198,"Willem Gerard van Nouhuys"
-0.39386372614733,"Frans Coenen"
-0.393631568913233,"Gerard Vissering"
-0.39353463258617,"W.L.P.A. Molengraaff"
-0.392925876181722,"C.B. Hylkema"
-0.392857786248072,"J. Eigenhuis"
-0.392857785916893,"Gerrit Simons"
-0.392857785696098,"August Heyting"
-0.392857568318007,"W. de Vletter"
-0.392823643221345,"Henri Dekking"
-0.392823501434509,"Willem Polman Kruseman"
-0.392823501325048,"J.G.C. Joosting"
-0.39282350100393,"O.J.H. van Limburg Stirum"
-0.392823500894477,"Wilco Julius van Welderen Baron Rengers"
-0.392823500785025,"Godschalk Horatius van Borssum Waalkes"
-0.392823500675574,"E.N. Rahusen"
-0.392823500566125,"P.J. Muller"
-0.392811196788972,"Alfons de Cock"
-0.391939900663085,"Foeke Buitenrust Hettema"
-0.391383392197029,"J. Sencie"
-0.391285863759599,"Conrad Th. van Deventer"
-0.390884593221551,"A. Habets"
-0.390805235530973,"Theodoor Bernard van Lelyveld"
-0.390405421780491,"H.Y. Groenewegen"
-0.390220479020016,"Cyriel Buysse"
-0.389929130239042,"Hélène Mercier"
-0.389926957558151,"J.J.G. Vürtheim"
-0.389881871937789,"Fr. Meeus"
-0.389861171850163,"D. Bos"
-0.38979329619042,"F.B. Löhnis"
-0.389725388160392,"Jacobus Craandijk"
-0.38972533360382,"W.E. van Dam van Isselt"
-0.38969144421444,"R.A. van Sandick"
-0.389691388862646,"J.H. Blankert"
-0.389691388756866,"L.F. de Beaufort"
-0.389691388651087,"F.A. van Engen"
-0.389679154235024,"Karel Elebaers"
-0.389679153846896,"Th. van Tichelen"
-0.389165388744776,"J. Verdam"
-0.387831633498902,"J.D. van der Waals"
-0.387138894585833,"J.E. Enklaar"
-0.386699874798422,"R. Lemaire"
-0.386678530623901,"J. van der Burg-Hora Adema"
-0.38667835080874,"J.W.T. Cohen Stuart"
-0.386644592735275,"Tine van Buul"
-0.386644592229171,"H.J. Hamburger"
-0.386610839744864,"A. Hotz"
-0.386577272302491,"Leo Meert"
-0.386577132146014,"Ernst Wilhelm Moes"
-0.385613015645834,"R.C. Boer"
-0.385098113202937,"G. Polvliet"
-0.384750363762817,"A. Dupont"
-0.38368191665229,"I. Zeehandelaar"
-0.383514096151059,"J. Baart de la Faille"
-0.383514095866118,"Johan Gram"
-0.383514095676153,"R.P. Mees Azn."
-0.383514079694734,"Martina G. Kramers"
-0.383480547557605,"J.H.W. Leliman"
-0.383480547272635,"F.A. van den Heuvel"
-0.383480530755762,"J. Hobma"
-0.383480530659515,"A. Meyroos"
-0.38348053056327,"M.H. Lem"
-0.383480529291564,"Louis Havet"
-0.383480528047012,"W.H. Hasselbach"
-0.38346828318565,"G. van Poppel"
-0.382865918670229,"F. de Haan"
-0.38262387650919,"Herman Robbers"
-0.382021625505324,"Jaak Muyldermans"
-0.382010016671921,"H. Kern"
-0.380651750602169,"J.H. van den Bosch"
-0.380501799546637,"G.A. van den Bergh van Eysinga"
-0.380468380541678,"Hotse Brongersma"
-0.380435022331221,"J.C. de Marez Oyens"
-0.380401670847416,"Samuel Pierre l' Honoré Naber"
-0.380401670480519,"H.P. Staal"
-0.380401670389824,"P.N. van Eyck"
-0.380389420364262,"H. Mansion"
-0.380389420053832,"J. Mees"
-0.380389419743401,"J. Salsmans"
-0.379458939100617,"Marcellus Emants"
-0.379053834763302,"J. de Jager"
-0.377539352587887,"P. Leendertz (jr.)"
-0.377439814672389,"Rommert Casimir"
-0.377439740101472,"K. Veenenbos"
-0.377373637224613,"J.C.G. Jonker"
-0.377340484309046,"P.H. Ritter jr."
-0.377340482951336,"J.C. Vollgraff"
-0.377328242721108,"Berthold Missiaen"
-0.377259665708515,"Herman Frederik Carel ten Kate"
-0.376918722430228,"J.M. Hoogvliet"
-0.376238351744666,"Lambrecht Lambrechts"
-0.375906377682972,"J.H. Deibel"
-0.37582694420773,"S.G. de Vries"
-0.375423228428667,"Jacob Samuel Speyer"
-0.37505768253963,"J. van den Bergh van Eysinga-Elias"
-0.374584940709983,"Carel Scharten"
-0.374383622889099,"Leo van Riel"
-0.374350656301084,"Aug. Bruijnseels"
-0.374329667851556,"H.N. de Fremery"
-0.37432966769786,"Willem Meijer"
-0.374296961072697,"H.J. Calkoen"
-0.374296960996183,"M.Th. Houtsma"
-0.374296830457373,"H.G. van der Vies"
-0.374296829490723,"Nicolaas Japikse"
-0.374296828852235,"G.J. Heering"
-0.374284734833892,"P. Janssens"
-0.374004168008809,"J. Herderscheê"
-0.373669439895653,"Herman Baccaert"
-0.373543111162375,"Nico van Suchtelen"
-0.373475648547371,"Jan Emiel Vliebergh"
-0.372917604572489,"R.W.P. de Vries"
-0.372346257226486,"Jan Veth"
-0.372208279595014,"J.F.M. Sterck"
-0.372047713298823,"J.J. Tesch"
-0.371336611156386,"Louis D. Petit"
-0.371303599314337,"J.A. vor der Hake"
-0.37127108312281,"A.P.Th. Eyssell"
-0.371270838656438,"M.R. Dijkman"
-0.371270838454418,"J.H. Kern"
-0.371258872056375,"A.J. van de Perre"
-0.371258871828328,"Camille Poupeye"
-0.370980367198687,"L.N. de Jong"
-0.370640861787305,"J.H. Holwerda"
-0.370311081440847,"Alfons Fierens"
-0.369667633886132,"Jeronimo de Vries"
-0.369304738457683,"Hugo Krabbe"
-0.368767289121012,"J.J. Salverda de Grave"
-0.368380922008276,"Lod. van Mierop"
-0.368360540809488,"J.P. Lotsy"
-0.368283195457842,"Leo van Dorpe"
-0.368262828924016,"S. Cramer"
-0.368250632273397,"Jozef Arras"
-0.368250632073895,"E. Vliebergh"
-0.368250630478578,"E. van Dievoet"
-0.367701968570443,"Ch.M. van Deventer"
-0.367580797309176,"Johannes Aarnout Loebèr jr."
-0.367423420419978,"L. van der Essen"
-0.367343652810471,"Hendrik van der Wal"
-0.366789649885725,"Aug. Bruynseels"
-0.366421856695684,"Hajo Brugmans"
-0.365444190236642,"W.W. van der Meulen"
-0.365405109735874,"Johanna Naber"
-0.36536929901016,"F. van Gheel Gildemeester"
-0.36530467598134,"Bé Stolk"
-0.365304665586351,"A.W. Weissman"
-0.365304543212087,"Jan Carel Matthes"
-0.365292357559473,"Joseph Bittremieux"
-0.365272307294763,"Herman van Puymbrouck"
-0.365272307240734,"Janito Benavente y Martinez"
-0.365272296616408,"Ernst Heldring"
-0.36527229656138,"Jacob Israël de Haan"
-0.365272296506352,"J. Berlage"
-0.365272174697028,"G. Fuldauer"
-0.365272174321172,"J.H. Abendanon"
-0.365259990151556,"Paul van Alderman"
-0.365259989981148,"Edward van Bergen"
